(state),date,state,positive,recovered,death,positiveIncrease,daily_cases_adj,active_roll7,active_roll7_adj,daily_recover,daily_recover_adj,recovered_roll7,recovered_roll7_adj,deathIncrease,daily_deaths_adj,deaths_roll7,deaths_roll7_adj,hospitalizedIncrease,hospitalizedCurrently,inIcuCurrently
AR,2020-11-25,AR,150277,130818,2425,1965,64.6594274432379,1600.7142857142858,52.67240163587646,1987,65.38334978611385,55.90184741221266,55.90184741221266,20,0.6581112207963146,16,0.5264889766370516,91,1028,400
AR,2020-11-26,AR,152625,132580,2436,2348,77.26225732148733,1582,52.05659756498848,1762,57.979598552155316,55.08860997508579,55.08860997508579,11,0.361961171437973,16.142857142857142,0.531189771071311,0,1003,406
AR,2020-11-27,AR,153677,134312,2436,1052,34.616650213886146,1595.5714285714287,52.503173036243126,1732,56.99243172096084,54.703144831476514,54.703144831476514,0,0,16.428571428571427,0.5405913599398298,68,1011,406
AR,2020-11-28,AR,155026,135614,2449,1349,44.389601842711414,1571,51.69463639355051,1302,42.84304047384008,55.70911484040803,55.70911484040803,13,0.42777229351760443,15.285714285714286,0.5029850044657547,40,1010,399
AR,2020-11-29,AR,156247,136872,2470,1221,40.177690029615,1606.2857142857142,52.855732618812574,1258,41.39519578808819,55.38476002444413,55.38476002444413,21,0.6910167818361304,13.857142857142858,0.4559770601231608,24,1030,390
AR,2020-11-30,AR,157359,138696,2502,1112,36.59098387627509,1669.2857142857142,54.92878296432097,1824,60.01974333662388,56.61636816622009,56.61636816622009,32,1.0529779532741033,17,0.5593945376768674,94,1063,407
AR,2020-12-01,AR,159309,140682,2512,1950,64.16584402764067,1922.857142857143,63.27269308513139,1986,65.35044422507403,57.274479387016406,57.274479387016406,10,0.3290556103981573,21.428571428571427,0.7051191651389085,84,1074,403
AR,2020-12-02,AR,161521,142600,2522,2212,72.78710102007238,2050.8571428571427,67.4846048982278,1918,63.11286607436657,58.839843933624785,58.839843933624785,10,0.3290556103981573,24.428571428571427,0.8038358482583556,89,1088,393
AR,2020-12-03,AR,164310,144624,2555,2789,91.77360974004607,2096.714285714286,68.99355991162507,2024,66.60085554458703,59.31462417148498,59.31462417148498,33,1.0858835143139192,27.142857142857142,0.8931509425092841,96,1072,375
AR,2020-12-04,AR,167137,146496,2586,2827,93.02402105955908,2097.5714285714284,69.02176467823061,1872,61.59921026653505,59.00437173882386,59.00437173882386,31,1.0200723922342876,30.142857142857142,0.9918676256287312,123,1041,373
AR,2020-12-05,AR,169382,148131,2620,2245,73.8729845343863,2145.1428571428573,70.587129224839,1635,53.80059230009872,58.318055751421994,58.318055751421994,34,1.1187890753537348,34.285714285714285,1.1281906642222537,51,1056,359
AR,2020-12-06,AR,170924,149490,2660,1542,50.74037512339585,2161.5714285714284,71.12772058477883,1359,44.71865745310957,58.65181215625441,58.65181215625441,40,1.3162224415926291,37.714285714285715,1.241009730644479,21,1076,374
AR,2020-12-07,AR,172042,151248,2713,1118,36.78841724251398,2077.714285714286,68.36835425186857,1758,57.847976307996056,54.820664692333004,54.820664692333004,53,1.7439947351102336,37.857142857142854,1.2457105250787384,44,1053,382
AR,2020-12-08,AR,174325,153088,2752,2283,75.12339585389931,2069.5714285714284,68.10040896911578,1840,60.54623231326094,54.16255347153669,54.16255347153669,39,1.2833168805528135,41.285714285714285,1.3585295915009639,132,1081,394
AR,2020-12-09,AR,176652,155077,2786,2327,76.5712405396512,2124.285714285714,69.90081323743712,1989,65.44916090819348,54.98049170309782,54.98049170309782,34,1.1187890753537348,41.57142857142857,1.3679311803694822,98,1064,375
AR,2020-12-10,AR,178854,156286,2820,2202,72.45804540967424,2111.1428571428573,69.46834014948526,1209,39.78282329713721,55.69031166267099,55.69031166267099,34,1.1187890753537348,40.714285714285715,1.3397264137639262,34,1005,372
AR,2020-12-11,AR,181624,158018,2875,2770,91.14840408028957,2209.285714285714,72.69778592582146,1732,56.99243172096084,56.893715037841396,56.893715037841396,55,1.8098058571898652,39.57142857142857,1.3021200582898511,139,1059,372
AR,2020-12-12,AR,184252,159827,2911,2628,86.47581441263573,2124.714285714286,69.9149156207399,1809,59.526159921026654,58.191134301696984,58.191134301696984,36,1.1846001974333662,37.714285714285715,1.2410097306444787,63,1071,374
AR,2020-12-13,AR,185702,161337,2945,1450,47.713063507732805,2121.714285714286,69.81619893762046,1510,49.687397170121756,59.01377332769238,59.01377332769238,34,1.1187890753537348,41.142857142857146,1.3538287970667042,16,1057,370
AR,2020-12-14,AR,187507,163351,2990,1805,59.39453767686739,2241.285714285714,73.75076387909556,2014,66.27179993418888,63.26799229069713,63.26799229069713,45,1.4807502467917077,41.714285714285715,1.3726319748037419,64,1050,372
AR,2020-12-15,AR,189198,165467,3016,1691,55.6433037183284,2256.714285714286,74.25844967799559,2116,69.62816716025009,65.08719973675551,65.08719973675551,26,0.8555445870352089,37.714285714285715,1.2410097306444787,105,1070,382
AR,2020-12-16,AR,191504,167631,3074,2306,75.88022375781506,2266,74.56400131622243,2164,71.20763409016124,65.83462605180276,65.83462605180276,58,1.9085225403093122,40,1.3162224415926291,134,1079,399
AR,2020-12-17,AR,194543,169745,3112,3039,100,2278.285714285714,74.96826963756874,2114,69.56235603817045,66.04616180134443,66.04616180134443,38,1.2504113195129978,41.714285714285715,1.3726319748037417,127,1084,374
AR,2020-12-18,AR,197421,171864,3139,2878,94.70220467258966,2228.5714285714284,73.33239317444648,2119,69.72688384336954,67.11794293235558,67.11794293235558,27,0.8884501480750246,43.57142857142857,1.4337423024491138,73,1073,368
AR,2020-12-19,AR,200114,173832,3191,2693,88.61467588022376,2264.285714285714,74.50759178301132,1968,64.75814412635735,66.93461194941945,66.93461194941945,52,1.7110891740704177,46,1.5136558078315236,57,1061,345
AR,2020-12-20,AR,201650,175387,3237,1536,50.54294175715696,2348.1428571428573,77.2669581159216,1555,51.168147416913456,67.6585342922954,67.6585342922954,46,1.5136558078315234,43.142857142857146,1.4196399191463358,15,1061,345
AR,2020-12-21,AR,203107,177629,3295,1457,47.94340243501152,2371.714285714286,78.0425891975744,2242,73.77426785126687,68.58459079584449,68.58459079584449,58,1.9085225403093122,42,1.3820335636722605,68,1078,348
AR,2020-12-22,AR,205048,179706,3338,1941,63.86969397828233,2263.714285714286,74.4887886052743,2077,68.34485027969727,68.44826775725097,68.44826775725097,43,1.4149391247120764,42.714285714285715,1.4055375358435573,81,1103,353
AR,2020-12-23,AR,207941,182024,3376,2893,95.1957880881869,1979.2857142857142,65.12950688666385,2318,76.27509049029285,67.60212475908429,67.60212475908429,38,1.2504113195129978,35.714285714285715,1.1751986085648476,175,1110,340
AR,2020-12-24,AR,211145,184335,3406,3204,105.4294175715696,1889.5714285714287,62.177407981948946,2311,76.04475156301415,68.29314154092042,68.29314154092042,30,0.9871668311944719,35,1.1516946363935505,53,1093,360
AR,2020-12-25,AR,213267,186425,3438,2122,69.82560052648897,1917.2857142857142,63.08936210219527,2090,68.77262257321487,68.18502326893245,68.18502326893245,32,1.0529779532741033,34.57142857142857,1.1375922530907723,48,1062,364
AR,2020-12-26,AR,213969,188213,3441,702,23.09970384995064,NA,NA,1788,58.83514313919053,NA,NA,3,0.09871668311944719,NA,NA,29,1059,364
AR,2020-12-27,AR,214877,189915,3482,908,29.87824942415268,NA,NA,1702,56.00526488976637,NA,NA,41,1.3491280026324448,NA,NA,53,1093,365
AR,2020-12-28,AR,216528,192134,3537,1651,54.32708127673576,NA,NA,2219,73.01743994735111,NA,NA,55,1.8098058571898652,NA,NA,53,1155,380
AS,2020-03-16,AS,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
AS,2020-03-17,AS,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
AS,2020-03-18,AS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
AS,2020-03-19,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-20,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-21,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-22,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-23,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-24,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-25,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-26,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-27,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-28,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-29,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-30,AS,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-03-31,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-01,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-02,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-03,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-04,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-05,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-06,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-07,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-08,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-09,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-10,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-11,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-12,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-13,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-14,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-15,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-16,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-17,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-18,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-19,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-20,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-21,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-22,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-23,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-24,AS,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-25,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-26,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-27,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-28,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-29,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-04-30,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-01,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-02,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-03,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-04,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-05,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-06,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-07,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-08,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-09,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-10,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-11,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-12,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-13,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-14,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-15,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-16,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-17,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-18,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-19,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-20,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-21,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-22,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-23,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-24,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-25,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-26,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-27,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-28,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-29,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-30,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-05-31,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-01,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-02,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-03,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-04,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-05,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-06,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-07,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-08,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-09,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-10,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-11,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-12,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-13,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-14,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-15,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-16,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-17,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-18,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-19,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-20,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-21,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-22,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-23,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-24,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-25,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-26,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-27,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-28,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-29,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-06-30,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-01,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-02,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-03,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-04,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-05,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-06,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-07,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-08,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-09,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-10,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-11,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-12,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-13,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-14,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-15,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-16,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-17,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-18,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-19,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-20,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-21,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-22,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-23,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-24,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-25,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-26,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-27,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-28,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-29,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-30,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-07-31,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-01,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-02,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-03,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-04,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-05,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-06,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-07,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-08,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-09,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-10,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-11,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-12,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-13,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-14,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-15,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-16,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-17,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-18,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-19,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-20,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-21,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-22,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-23,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-24,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-25,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-26,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-27,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-28,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-29,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-30,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
AS,2020-08-31,AS,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA
